"input_number","input","target_number","target","name","description","namespace"
6915,"FBgn0050099","6915.1","A1ZAD5","CG30099","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6916,"FBgn0039622","6916.1","Q9VAR1","eIF4E6","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6917,"FBgn0052251","6917.1","None","None","None",""
6918,"FBgn0000617","6918.1","A8WHK8","e(y)1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6919,"FBgn0032668","6919.1","B3DMU9","CG17681","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6920,"FBgn0027101","6920.1","None","None","None",""
6921,"FBgn0028371","6921.1","A0A0B4KEX6","jbug","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6922,"FBgn0035977","6922.1","None","None","None",""
6923,"FBgn0032839","6923.1","Q9VIQ1","AANATL3","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6924,"FBgn0031952","6924.1","E1JHB2","cdc14","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6925,"FBgn0086916","6925.1","None","None","None",""
6926,"FBgn0035845","6926.1","B3DND8","CG13675","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6927,"FBgn0013467","6927.1","Q7JPS2","igl","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6928,"FBgn0030015","6928.1","Q9W3I6","CG10761","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6929,"FBgn0039650","6929.1","None","None","None",""
6930,"FBgn0037986","6930.1","Q8INJ2","CG14736","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6931,"FBgn0036818","6931.1","Q9VVT4","CG14074","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6932,"FBgn0034788","6932.1","Q9W1Y4","CG13532","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6933,"FBgn0028274","6933.1","None","None","None",""
6934,"FBgn0035612","6934.1","A8JNL3","frm","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6935,"FBgn0259215","6935.1","None","None","None",""
6936,"FBgn0033569","6936.1","Q7JW60","CG12942","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6937,"FBgn0030880","6937.1","F6J7V5","CG6788","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6938,"FBgn0030386","6938.1","B4F4V2","CG2574","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6939,"FBgn0024510","6939.1","None","None","None",""
6940,"FBgn0040097","6940.1","Q6GV01","lectin-30A","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6941,"FBgn0031252","6941.1","A0AP92","CG13690","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6942,"FBgn0085430","6942.1","A0A4D6K2F2","CG34401","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6943,"FBgn0003525","6943.1","A0A0B4KI54","stg","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6944,"FBgn0044051","6944.1","C9QPG9","Ilp1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6945,"FBgn0003545","6945.1","A0A0B4LGW1","sub","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6946,"FBgn0038732","6946.1","Q4V5S6","CG11391","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6947,"FBgn0000615","6947.1","E1JGN9","exu","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6948,"FBgn0035317","6948.1","None","None","None",""
6949,"FBgn0051661","6949.1","Q9VQ14","CG31661","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6950,"FBgn0037064","6950.1","Q9VP62","CG9389","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6951,"FBgn0029974","6951.1","Q9W3N2","dpr14","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6952,"FBgn0035207","6952.1","E8NHA2","Herc4","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6953,"FBgn0035676","6953.1","Q8SXG1","ssp6","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6954,"FBgn0026430","6954.1","E1JJQ3","Grip84","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6955,"FBgn0039255","6955.1","None","None","None",""
6956,"FBgn0051278","6956.1","A0A0B4LI27","CG31278","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6957,"FBgn0053194","6957.1","Q8T0X8","CheA29a","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6958,"FBgn0032522","6958.1","Q8MZ99","CG16848","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6959,"FBgn0015570","6959.1","Q24195","alpha-Est2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6960,"FBgn0052024","6960.1","Q4V6E8","CG32024","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6961,"FBgn0087012","6961.1","A8JQT4","5-HT2A","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6962,"FBgn0002865","6962.1","Q24403","Mst98Ca","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6963,"FBgn0033031","6963.1","A1Z6G9","CG8245","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6964,"FBgn0036309","6964.1","B5A7B5","Hip1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6965,"FBgn0034136","6965.1","A0A0B4KEX2","DAT","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6966,"FBgn0037230","6966.1","Q9VN01","Nepl11","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6967,"FBgn0259111","6967.1","M9PB59","Ndae1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6968,"FBgn0040531","6968.1","A1A733","CG11741","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6969,"FBgn0034237","6969.1","E2QCG7","eIF3b","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6970,"FBgn0035592","6970.1","None","None","None",""
6971,"FBgn0051226","6971.1","Q8T959","CG31226","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6972,"FBgn0005411","6972.1","M9NDZ4","U2af50","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6973,"FBgn0035607","6973.1","Q9VRL7","CG4835","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6974,"FBgn0035464","6974.1","None","None","None",""
6975,"FBgn0045469","6975.1","D7FAJ6","Gr93c","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6976,"FBgn0050101","6976.1","Q7K0W4","Vajk4","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6977,"FBgn0035978","6977.1","A5XCL5","UGP","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6978,"FBgn0034505","6978.1","Q4V671","CG16739","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6979,"FBgn0039417","6979.1","A0A0B4K7K6","CG6073","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6980,"FBgn0027563","6980.1","A4V9S4","CG9631","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6981,"FBgn0052278","6981.1","Q9VZU0","CG32278","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6982,"FBgn0032402","6982.1","Q8MYW3","CG14945","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6983,"FBgn0014859","6983.1","E1JHM7","Hr38","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6984,"FBgn0036482","6984.1","Q8IHB7","CG13457","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6985,"FBgn0085354","6985.1","Q9VXC1","CG34325","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6986,"FBgn0028476","6986.1","Q8I077","Usp1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6987,"FBgn0031266","6987.1","Q4V5E9","Sf3b1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6988,"FBgn0020416","6988.1","None","None","None",""
6989,"FBgn0013732","6989.1","Q6NQZ5","sced","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6990,"FBgn0051551","6990.1","Q8IPP9","CG31551","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6991,"FBgn0039748","6991.1","Q9VAA1","CG15529","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6992,"FBgn0011274","6992.1","E1JHK1","Dif","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6993,"FBgn0039233","6993.1","Q9VC28","CG7006","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6994,"FBgn0259113","6994.1","None","None","None",""
6995,"FBgn0035743","6995.1","Q9VS21","Acbp6","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6996,"FBgn0032180","6996.1","None","None","None",""
6997,"FBgn0031474","6997.1","Q9VQI2","CG2991","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6998,"FBgn0032020","6998.1","A0A1B2AJA9","strat","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
6999,"FBgn0053325","6999.1","D5SHU2","CG33325","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7000,"FBgn0259964","7000.1","B4ZJ97","Sfp33A3","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7001,"FBgn0051406","7001.1","Q8IHD1","CG31406","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7002,"FBgn0051715","7002.1","M9PB89","CG31715","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7003,"FBgn0034957","7003.1","Q9W1D3","CG3121","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7004,"FBgn0036665","7004.1","M9NEC4","CG13024","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7005,"FBgn0052203","7005.1","B3DMT4","Spn75F","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7006,"FBgn0034047","7006.1","A1ZA55","CG12970","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7007,"FBgn0031865","7007.1","F2FB79","Nha1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7008,"FBgn0031771","7008.1","Q8SXT0","ND-51","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7009,"FBgn0259990","7009.1","E1JIZ7","CG42487","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7010,"FBgn0005613","7010.1","None","None","None",""
7011,"FBgn0034497","7011.1","Q7JUS9","Mpcp1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7012,"FBgn0052451","7012.1","A0A4D6K506","SPoCk","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7013,"FBgn0031871","7013.1","M9PEZ2","Fgop2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7014,"FBgn0051562","7014.1","None","None","None",""
7015,"FBgn0003941","7015.1","Q7JYK1","RpL40","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7016,"FBgn0028916","7016.1","D3PFD8","CG33090","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7017,"FBgn0037213","7017.1","B8A3W3","CG12581","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7018,"FBgn0034099","7018.1","Q8T419","CG15708","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7019,"FBgn0037899","7019.1","None","None","None",""
7020,"FBgn0034915","7020.1","None","None","None",""
7021,"FBgn0004034","7021.1","None","None","None",""
7022,"FBgn0052372","7022.1","None","None","None",""
7023,"FBgn0027619","7023.1","A0A0B4LF26","eIF3j","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7024,"FBgn0037685","7024.1","E2E4W1","Or85f","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7025,"FBgn0086711","7025.1","Q7KT87","mol","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7026,"FBgn0004511","7026.1","Q24328","dy","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7027,"FBgn0036272","7027.1","F0JAK0","Sms","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7028,"FBgn0039099","7028.1","None","None","None",""
7029,"FBgn0034931","7029.1","Q6NP36","CG2812","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7030,"FBgn0050018","7030.1","D4G7D6","mthl13","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7031,"FBgn0035677","7031.1","M9PEA7","CG13293","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7032,"FBgn0085290","7032.1","A8JNW5","CG34261","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7033,"FBgn0016036","7033.1","B6UWT5","mei-P22","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7034,"FBgn0002576","7034.1","F6J941","lz","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7035,"FBgn0032612","7035.1","Q4V646","CG13282","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7036,"FBgn0030171","7036.1","None","None","None",""
7037,"FBgn0030341","7037.1","Q9VYT6","p24-1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7038,"FBgn0039678","7038.1","D1FYH5","Obp99a","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7039,"FBgn0011239","7039.1","Q8MZ67","ms(2)35Ci","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7040,"FBgn0035555","7040.1","Q9VZB0","CG13720","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7041,"FBgn0039030","7041.1","G2J644","CG6660","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7042,"FBgn0032457","7042.1","B6IDY0","CG15483","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7043,"FBgn0025391","7043.1","C0P8L9","Scgdelta","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7044,"FBgn0037958","7044.1","Q9VGH0","CG6962","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7045,"FBgn0034196","7045.1","A1ZAQ6","CG15605","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7046,"FBgn0039664","7046.1","Q3KN53","CG2006","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7047,"FBgn0036478","7047.1","None","None","None",""
7048,"FBgn0035403","7048.1","None","None","None",""
7049,"FBgn0010747","7049.1","Q8T3P8","Srp54k","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7050,"FBgn0030177","7050.1","Q9W2Y4","CG2972","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7051,"FBgn0038003","7051.1","Q9VGB8","CG3916","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7052,"FBgn0037294","7052.1","Q8T8X8","CG12590","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7053,"FBgn0031377","7053.1","C5WLQ4","CG15356","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7054,"FBgn0031208","7054.1","None","None","None",""
7055,"FBgn0038903","7055.1","Q9VD81","RpI12","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7056,"FBgn0039896","7056.1","Q8SZ51","yellow-h","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7057,"FBgn0031968","7057.1","G7H7Z7","CG7231","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7058,"FBgn0035308","7058.1","B7Z0I2","CG15822","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7059,"FBgn0001965","7059.1","W8NR02","Sos","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7060,"FBgn0033936","7060.1","A1Z9R1","Achl","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7061,"FBgn0260407","7061.1","Q6NP77","mRpS23","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7062,"FBgn0035290","7062.1","A8JNI3","dsb","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7063,"FBgn0005677","7063.1","Q24027","dac","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7064,"FBgn0038691","7064.1","Q9VDY7","CG5250","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7065,"FBgn0038819","7065.1","Q8SZM0","Cpr92F","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7066,"FBgn0003339","7066.1","A0A499GTR4","Scr","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7067,"FBgn0036184","7067.1","None","None","None",""
7068,"FBgn0054001","7068.1","A8E6W9","CG34001","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7069,"FBgn0010421","7069.1","None","None","None",""
7070,"FBgn0034731","7070.1","Q8MSK2","CG10384","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7071,"FBgn0033504","7071.1","A0A0B4K6W0","CAP","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7072,"FBgn0031126","7072.1","L0CQM7","Cyp6v1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7073,"FBgn0029664","7073.1","M9PGD7","CG10802","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7074,"FBgn0000039","7074.1","None","None","None",""
7075,"FBgn0037547","7075.1","Q9VHW0","CG7910","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7076,"FBgn0030748","7076.1","F6J7C9","Traf-like","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7077,"FBgn0031753","7077.1","Q9VMK8","CG13999","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7078,"FBgn0038709","7078.1","Q9VDW5","CG15025","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7079,"FBgn0038424","7079.1","Q9VEV7","CG17565","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7080,"FBgn0029689","7080.1","Q9W4N6","CG6428","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7081,"FBgn0036932","7081.1","Q4V5R3","CG14184","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7082,"FBgn0036937","7082.1","Q9VW78","Ir76b","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7083,"FBgn0038725","7083.1","A0A0C4FEI3","CG6184","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7084,"FBgn0030376","7084.1","A8E763","CG2750","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7085,"FBgn0016675","7085.1","Q94881","Lectin-galC1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7086,"FBgn0000338","7086.1","None","None","None",""
7087,"FBgn0033473","7087.1","A1Z830","CG12128","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7088,"FBgn0030096","7088.1","Q9W379","Zpr1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7089,"FBgn0027529","7089.1","D5AEP3","tapas","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7090,"FBgn0036285","7090.1","M9PFA4","toe","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7091,"FBgn0032921","7091.1","Q95PE4","Mpp6","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7092,"FBgn0031150","7092.1","G7H830","bves","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7093,"FBgn0032465","7093.1","Q9VK46","Yip1d1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7094,"FBgn0260938","7094.1","Q9VXM5","tay","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7095,"FBgn0038465","7095.1","Q9VEP8","Irc","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7096,"FBgn0085318","7096.1","A0A0B4K6E5","CG34289","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7097,"FBgn0038309","7097.1","Q9VFA9","Amt","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7098,"FBgn0035162","7098.1","Q8T9L6","Sf3b3","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7099,"FBgn0000233","7099.1","None","None","None",""
7100,"FBgn0037512","7100.1","Q9VI05","CG2616","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7101,"FBgn0011204","7101.1","None","None","None",""
7102,"FBgn0085477","7102.1","A8DYT7","CG34448","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7103,"FBgn0033266","7103.1","Q7JVF1","Socs44A","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7104,"FBgn0038799","7104.1","Q7K2N3","MFS9","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7105,"FBgn0037956","7105.1","H9ZJL9","CG6959","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7106,"FBgn0025644","7106.1","D9PTT0","CG14424","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7107,"FBgn0003057","7107.1","Q9VX65","CG10598","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7108,"FBgn0031468","7108.1","Q4V475","CG2975","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7109,"FBgn0029764","7109.1","None","None","None",""
7110,"FBgn0036274","7110.1","A4VCK2","CG4328","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7111,"FBgn0030723","7111.1","Q9VXK1","dpr18","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7112,"FBgn0001120","7112.1","A0AP16","gnu","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7113,"FBgn0036777","7113.1","Q7K121","CG7341","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7114,"FBgn0026634","7114.1","None","None","None",""
7115,"FBgn0033322","7115.1","Q7JY68","CG8584","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7116,"FBgn0039873","7116.1","Q8SXJ9","Smvt","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7117,"FBgn0037068","7117.1","Q9VP55","Cpr78Cb","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7118,"FBgn0028573","7118.1","Q7YU48","prc","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7119,"FBgn0014340","7119.1","B1A1N2","mof","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7120,"FBgn0010422","7120.1","M9PFV9","TfIIS","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7121,"FBgn0029950","7121.1","Q8MSS3","CG9657","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7122,"FBgn0033955","7122.1","A0A0B4LFF4","CG12866","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7123,"FBgn0033904","7123.1","A1Z9L9","CG18327","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7124,"FBgn0040031","7124.1","A8Y5A2","CG12061","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7125,"FBgn0036105","7125.1","M9PET7","Blos4","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7126,"FBgn0010223","7126.1","None","None","None",""
7127,"FBgn0032812","7127.1","None","None","None",""
7128,"FBgn0011694","7128.1","A0A0B4LHP4","EbpII","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7129,"FBgn0027608","7129.1","A0A0B4K6A1","CG2082","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7130,"FBgn0035788","7130.1","Q9VS76","CG8541","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7131,"FBgn0036945","7131.1","C0MKE7","Ssk","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7132,"FBgn0034389","7132.1","Q1EC12","Mctp","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7133,"FBgn0031640","7133.1","Q8MRZ0","Mon1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7134,"FBgn0029661","7134.1","F0JAJ3","CG16781","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7135,"FBgn0011286","7135.1","A0A0B4K6T5","RyR","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7136,"FBgn0027621","7136.1","C3KGL9","Pfrx","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7137,"FBgn0039702","7137.1","None","None","None",""
7138,"FBgn0032648","7138.1","D1Z382","CG15144","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7139,"FBgn0003655","7139.1","B3DN91","swa","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7140,"FBgn0036750","7140.1","Q29QU2","CG6034","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
7141,"FBgn0051365","7141.1","Q8T051","CG31365","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
