"input_number","input","target_number","target","name","description","namespace"
489,"FBgn0030314","489.1","Q9VYX2","CG11696","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
490,"FBgn0030316","490.1","E1JJI1","CG11695","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
491,"FBgn0030408","491.1","Q9VYL0","CG11085","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
492,"FBgn0030432","492.1","Q8SXW4","CG4404","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
493,"FBgn0030455","493.1","Q9VYG4","CG4318","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
494,"FBgn0030477","494.1","F9W342","dmrt11E","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
495,"FBgn0030486","495.1","A9YH68","Set2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
496,"FBgn0030505","496.1","A2VEY8","NFAT","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
497,"FBgn0030506","497.1","Q8MS06","DNAlig4","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
498,"FBgn0030659","498.1","Q9VXT1","CG9215","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
499,"FBgn0030663","499.1","Q9VXS6","CG8117","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
500,"FBgn0030664","500.1","Q9VXS5","CG8119","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
501,"FBgn0030670","501.1","A9YHW1","Pis","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
502,"FBgn0030680","502.1","Q8T3I5","CG8944","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
503,"FBgn0030699","503.1","Q9VXN3","CG8578","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
504,"FBgn0030706","504.1","B5X533","Lrp4","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
505,"FBgn0030710","505.1","Q9VXL5","CG8924","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
506,"FBgn0030787","506.1","Q9VXB4","CG9609","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
507,"FBgn0030800","507.1","None","None","None",""
508,"FBgn0030878","508.1","Q9VX08","CG6769","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
509,"FBgn0030899","509.1","Q9VWX7","Hesr","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
510,"FBgn0030914","510.1","Q7JZT9","CG6106","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
511,"FBgn0030933","511.1","Q9VWT2","CG6470","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
512,"FBgn0030963","512.1","C6SV46","CG7101","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
513,"FBgn0030990","513.1","Q9VWL4","CG7556","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
514,"FBgn0031023","514.1","D0Z753","CG14200","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
515,"FBgn0031086","515.1","B4F604","fd19B","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
516,"FBgn0031144","516.1","A0A3Q7YS19","CG1529","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
517,"FBgn0031232","517.1","Q9VPL4","CG11617","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
518,"FBgn0031264","518.1","Q9VPR2","CG11835","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
519,"FBgn0031275","519.1","Q058U9","GABA-B-R3","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
520,"FBgn0031309","520.1","Q8SZ89","Tfb4","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
521,"FBgn0031375","521.1","A0A0R4YI50","erm","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
522,"FBgn0031391","522.1","Q9VQ77","CG11723","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
523,"FBgn0031444","523.1","Q9VQE6","CG9879","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
524,"FBgn0031446","524.1","Q058R9","CG15398","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
525,"FBgn0031456","525.1","Q9VQG0","Tnpo-SR","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
526,"FBgn0031573","526.1","Q9VQV3","CG3407","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
527,"FBgn0031597","527.1","I0E2I7","CG17612","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
528,"FBgn0031607","528.1","Q8SXG7","CG15440","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
529,"FBgn0031608","529.1","Q9VR03","CG15435","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
530,"FBgn0031610","530.1","Q9VR05","CG15436","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
531,"FBgn0031613","531.1","Q9VR09","HP6","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
532,"FBgn0031759","532.1","M9NEV0","lid","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
533,"FBgn0031779","533.1","Q95SQ7","CG9175","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
534,"FBgn0031868","534.1","M9PEY6","Rat1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
535,"FBgn0031874","535.1","D8FT38","CG13775","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
536,"FBgn0031894","536.1","Q3ZAM5","CG4496","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
537,"FBgn0031939","537.1","Q8IGR3","CG13796","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
538,"FBgn0031947","538.1","Q9VLX2","CG7154","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
539,"FBgn0031977","539.1","M9PCH8","baf","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
540,"FBgn0032016","540.1","None","None","None",""
541,"FBgn0032130","541.1","Q8T091","brwl","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
542,"FBgn0032150","542.1","M9PD20","CG13123","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
543,"FBgn0032157","543.1","None","None","None",""
544,"FBgn0032202","544.1","None","None","None",""
545,"FBgn0032209","545.1","Q9VL05","Hand","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
546,"FBgn0032210","546.1","Q8IPC3","CYLD","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
547,"FBgn0032223","547.1","Q95TF1","GATAd","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
548,"FBgn0032248","548.1","None","None","None",""
549,"FBgn0032291","549.1","Q7JYP4","CG17118","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
550,"FBgn0032295","550.1","Q9VKQ7","CG12299","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
551,"FBgn0032321","551.1","X2JA36","YL-1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
552,"FBgn0032388","552.1","E1JHG4","CG6686","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
553,"FBgn0032401","553.1","Q95TH6","Plzf","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
554,"FBgn0032473","554.1","Q9VK36","kmg","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
555,"FBgn0032475","555.1","B7YZV6","Sfmbt","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
556,"FBgn0032512","556.1","Q6NNW3","Bdp1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
557,"FBgn0032517","557.1","Q960L1","CG7099","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
558,"FBgn0032525","558.1","Q9VJX7","Hsp60D","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
559,"FBgn0032600","559.1","A8DZ09","BuGZ","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
560,"FBgn0032634","560.1","G2J5V6","Rpb11","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
561,"FBgn0032651","561.1","Q9VJC1","Oli","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
562,"FBgn0032685","562.1","Q9VJ80","CG10211","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
563,"FBgn0032707","563.1","Q4V722","CG10348","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
564,"FBgn0032730","564.1","B6IDL4","CG10431","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
565,"FBgn0032741","565.1","Q9VJ16","Sidpn","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
566,"FBgn0032763","566.1","Q9VIY9","CG17568","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
567,"FBgn0032813","567.1","Q5BIF6","PCNA2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
568,"FBgn0032814","568.1","Q8MR68","CG10366","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
569,"FBgn0032815","569.1","M9NEU8","CG10462","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
570,"FBgn0032816","570.1","Q8ST61","Nf-YB","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
571,"FBgn0032817","571.1","Q9VIS5","CG10631","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
572,"FBgn0032858","572.1","Q9VIM6","CG10949","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
573,"FBgn0032904","573.1","None","None","None",""
574,"FBgn0032940","574.1","C7LAC9","Mondo","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
575,"FBgn0032979","575.1","Q8IGP5","Clamp","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
576,"FBgn0033010","576.1","Q7K2V1","Atf6","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
577,"FBgn0033015","577.1","A0A0B4KEC3","d4","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
578,"FBgn0033029","578.1","Q7K126","Not3","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
579,"FBgn0033155","579.1","Q7JVP4","Br140","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
580,"FBgn0033183","580.1","A1Z6Z7","CG1620","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
581,"FBgn0033185","581.1","Q1LZ24","CG1603","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
582,"FBgn0033186","582.1","Q8MSB3","CG1602","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
583,"FBgn0033252","583.1","A0A0B4LFS0","CG12769","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
584,"FBgn0033310","584.1","None","None","None",""
585,"FBgn0033358","585.1","A1Z7M0","spab","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
586,"FBgn0033449","586.1","Q4V6W8","CG1663","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
587,"FBgn0033458","587.1","Q7JZC5","CG18446","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
588,"FBgn0033459","588.1","E2QC93","CG12744","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
589,"FBgn0033491","589.1","Q7K1V0","CG18011","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
590,"FBgn0033528","590.1","Q6TMH4","trsn","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
591,"FBgn0033569","591.1","Q7JW60","CG12942","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
592,"FBgn0033581","592.1","Q7K4G8","CG12391","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
593,"FBgn0033627","593.1","A1Z8K2","CG13204","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
594,"FBgn0033636","594.1","A0A0B4KEM1","tou","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
595,"FBgn0033661","595.1","A2VEG7","CG13185","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
596,"FBgn0033744","596.1","A1A6U3","Dh44-R2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
597,"FBgn0033748","597.1","A1Z913","vis","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
598,"FBgn0033749","598.1","A1Z916","achi","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
599,"FBgn0033782","599.1","A0A0B4KEP0","sug","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
600,"FBgn0033846","600.1","A8WHL0","mip120","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
601,"FBgn0033859","601.1","A1Z9G2","fand","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
602,"FBgn0033889","602.1","A1Z9K0","CG6701","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
603,"FBgn0033929","603.1","A0A0B4K726","Tfb1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
604,"FBgn0033934","604.1","Q4V6X9","CG17385","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
605,"FBgn0033971","605.1","A0A0B4KEQ7","CG10209","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
606,"FBgn0033993","606.1","Q4V3F5","CG8089","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
607,"FBgn0033998","607.1","A0A0B4KER0","row","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
608,"FBgn0034012","608.1","A1ZA01","Hr51","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
609,"FBgn0034062","609.1","Q4V5A5","CG8388","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
610,"FBgn0034065","610.1","Q29QQ9","Rrp42","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
611,"FBgn0034096","611.1","A1ZAC2","CG7786","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
612,"FBgn0034114","612.1","Q8T092","CG4282","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
613,"FBgn0034120","613.1","Q4V6W7","CG15710","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
614,"FBgn0034217","614.1","A0PKA3","Lhr","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
615,"FBgn0034240","615.1","A0A0B4LFV9","MESR4","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
616,"FBgn0034379","616.1","A0A0B4LG07","CG15073","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
617,"FBgn0034425","617.1","Q8SXZ6","CG11906","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
618,"FBgn0034520","618.1","Q058W3","lms","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
619,"FBgn0034534","619.1","A0A0B4LH09","maf-S","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
620,"FBgn0034570","620.1","A0A0B4KFE1","CG10543","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
621,"FBgn0034599","621.1","A0AQF9","hng1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
622,"FBgn0034643","622.1","A0A0B4KFE8","CG10321","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
623,"FBgn0034650","623.1","H0RNJ0","NC2alpha","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
624,"FBgn0034667","624.1","Q8MRR9","comr","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
625,"FBgn0034814","625.1","Q9W1V7","CG9890","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
626,"FBgn0034821","626.1","Q7YU61","CG9876","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
627,"FBgn0034878","627.1","Q95RQ8","pita","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
628,"FBgn0034946","628.1","Q2MGN0","CG3065","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
629,"FBgn0034975","629.1","D0IQI5","enok","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
630,"FBgn0034976","630.1","C6SUU0","CG4049","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
631,"FBgn0034985","631.1","A0A0B4LGG8","CG3328","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
632,"FBgn0035024","632.1","Q8IGT4","CG11414","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
633,"FBgn0035036","633.1","Q9W137","CG4707","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
634,"FBgn0035106","634.1","D3DMX6","rno","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
635,"FBgn0035136","635.1","None","None","None",""
636,"FBgn0035137","636.1","Q6NP52","CG1233","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
637,"FBgn0035144","637.1","Q9W0P9","Kah","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
638,"FBgn0035153","638.1","Q9W0N9","ebd1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
639,"FBgn0035158","639.1","M9PDR6","CG13895","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
640,"FBgn0035160","640.1","G4LU63","hng3","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
641,"FBgn0035213","641.1","H0RNL4","CG2199","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
642,"FBgn0035405","642.1","Q3KN35","CG15812","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
643,"FBgn0035407","643.1","Q9VZU1","Asciz","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
644,"FBgn0035481","644.1","D2NUG4","CG12605","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
645,"FBgn0035518","645.1","Q9VZF2","CG15011","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
646,"FBgn0035625","646.1","M9PBR0","Blimp-1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
647,"FBgn0035626","647.1","None","None","None",""
648,"FBgn0035630","648.1","Q5U0Z2","CG10576","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
649,"FBgn0035643","649.1","F9W340","CG13287","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
650,"FBgn0035687","650.1","Q9VRV0","Prdm13","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
651,"FBgn0035690","651.1","A8JNL9","CG10274","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
652,"FBgn0035691","652.1","Q6AWF1","CG7386","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
653,"FBgn0035702","653.1","Q9VRX0","CG10147","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
654,"FBgn0035769","654.1","Q8TA44","CTCF","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
655,"FBgn0035849","655.1","Q8WS79","ERR","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
656,"FBgn0035903","656.1","M9PEJ3","CG6765","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
657,"FBgn0035954","657.1","Q8T6Q0","Doc3","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
658,"FBgn0035956","658.1","Q9VST2","Doc2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
659,"FBgn0035976","659.1","A0A0S0WMR4","PGRP-LC","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
660,"FBgn0035993","660.1","Q9VSY9","Nf-YA","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
661,"FBgn0035997","661.1","Q9VSZ3","phol","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
662,"FBgn0036004","662.1","Q6AWH4","Jarid2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
663,"FBgn0036124","663.1","Q8MSS0","CG7839","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
664,"FBgn0036126","664.1","Q9VTE8","Irbp18","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
665,"FBgn0036134","665.1","A0JL24","FoxK","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
666,"FBgn0036179","666.1","Q9VTK6","CG7368","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
667,"FBgn0036239","667.1","E1JHY7","Pop2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
668,"FBgn0036274","668.1","A4VCK2","CG4328","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
669,"FBgn0036285","669.1","M9PFA4","toe","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
670,"FBgn0036294","670.1","M9PFA9","CG10654","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
671,"FBgn0036331","671.1","M9PFD3","CG14117","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
672,"FBgn0036395","672.1","A0APB6","CG17361","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
673,"FBgn0036396","673.1","Q9VUB3","CG17359","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
674,"FBgn0036411","674.1","M9PFG6","Sox21a","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
675,"FBgn0036423","675.1","M9PF86","CG3919","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
676,"FBgn0036436","676.1","Q9VUG2","CG4914","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
677,"FBgn0036451","677.1","H8F4R4","CG9425","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
678,"FBgn0036522","678.1","E5KYK6","Phs","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
679,"FBgn0036538","679.1","Q8SYZ3","CG15715","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
680,"FBgn0036661","680.1","M9PFS8","CG9705","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
681,"FBgn0036725","681.1","B4YXR6","CG18265","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
682,"FBgn0036900","682.1","M9PG36","CG8765","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
683,"FBgn0037008","683.1","None","None","None",""
684,"FBgn0037031","684.1","Q6NL58","CG11456","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
685,"FBgn0037051","685.1","Q9VP77","CG10565","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
686,"FBgn0037085","686.1","B6VQ99","Neu2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
687,"FBgn0037120","687.1","M9PD91","CG11247","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
688,"FBgn0037183","688.1","Q9VNS1","CG14451","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
689,"FBgn0037202","689.1","Q9VNP8","Ssl1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
690,"FBgn0037248","690.1","Q5U183","srl","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
691,"FBgn0037262","691.1","A0A0B4K6R3","MED31","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
692,"FBgn0037275","692.1","Q9VN56","CG14655","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
693,"FBgn0037301","693.1","Q95U54","Mms19","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
694,"FBgn0037317","694.1","Q59E05","CG14667","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
695,"FBgn0037359","695.1","None","None","None",""
696,"FBgn0037379","696.1","Q8MS43","CG10979","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
697,"FBgn0037436","697.1","Q9VI12","Hr83","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
698,"FBgn0037445","698.1","A0A0B4KGM5","CG9727","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
699,"FBgn0037446","699.1","Q9VI24","Zif","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
700,"FBgn0037466","700.1","A0A0B4K6A9","CG1965","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
701,"FBgn0037475","701.1","A0A0B4KFD8","Fer1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
702,"FBgn0037493","702.1","None","None","None",""
703,"FBgn0037531","703.1","A0A0B4LGT5","CG10445","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
704,"FBgn0037540","704.1","Q9VHX0","Pbp95","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
705,"FBgn0037555","705.1","A0A0B4KFU2","Ada2b","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
